,availability,location,total_sqft,bath,price,bhk,loction
5283,Ready To Move,Konanakunte,1200.0,4.0,125.0,4,Konanakunte
5284,Ready To Move,Konanakunte,1200.0,2.0,130.0,4,Konanakunte
5285,Ready To Move,Konanakunte,2400.0,2.0,180.0,3,Konanakunte
5286,Ready To Move,Konanakunte,3746.0,6.0,375.0,4,Konanakunte
5287,Ready To Move,Konanakunte,1423.0,2.0,85.0,3,Konanakunte
5288,Ready To Move,Konanakunte Cross,3040.0,1.0,180.0,2,other
5289,Ready To Move,Konanakunte Cross,1165.0,2.0,47.0,2,other
5290,18-Apr,Konanakunte Cross,1050.0,2.0,35.0,2,other
5291,Ready To Move,Konena Agrahara,1075.0,2.0,57.0,2,other
5292,Ready To Move,Konena Agrahara,1000.0,2.0,50.0,2,other
5293,Ready To Move,Koramangala,1320.0,2.0,165.0,2,Koramangala
5294,Ready To Move,Koramangala,1253.0,2.0,102.0,2,Koramangala
5295,Ready To Move,Koramangala,1580.0,3.0,160.0,3,Koramangala
5296,Ready To Move,Koramangala,1750.0,3.0,130.0,3,Koramangala
5297,Ready To Move,Koramangala,3500.0,5.0,425.0,4,Koramangala
5298,Ready To Move,Koramangala,1005.0,1.0,110.0,2,Koramangala
5299,Ready To Move,Koramangala,2292.0,4.0,275.0,3,Koramangala
5300,Ready To Move,Koramangala,1835.0,2.0,155.0,3,Koramangala
5301,Ready To Move,Koramangala,1290.0,2.0,100.0,2,Koramangala
5302,Ready To Move,Koramangala,1300.0,2.0,110.0,2,Koramangala
5303,Ready To Move,Koramangala,2200.0,3.0,180.0,3,Koramangala
5304,Ready To Move,Koramangala,1325.0,2.0,119.0,2,Koramangala
5305,Ready To Move,Koramangala,1140.0,2.0,75.2,2,Koramangala
5306,Ready To Move,Koramangala,1260.0,2.0,100.0,2,Koramangala
5307,Ready To Move,Koramangala,1975.0,3.0,210.0,3,Koramangala
5308,Ready To Move,Koramangala,1900.0,2.0,200.0,2,Koramangala
5309,Ready To Move,Koramangala,1750.0,3.0,130.0,3,Koramangala
5310,Ready To Move,Koramangala,2292.0,3.0,286.0,3,Koramangala
5311,Ready To Move,Koramangala,2300.0,3.0,290.0,3,Koramangala
5312,18-May,Koramangala,1594.0,3.0,125.0,3,Koramangala
5313,Ready To Move,Koramangala,1760.0,2.0,115.0,3,Koramangala
5314,19-Sep,Koramangala,2503.0,6.0,325.0,4,Koramangala
5315,Ready To Move,Koramangala,1900.0,3.0,150.0,3,Koramangala
5316,Ready To Move,Koramangala,1320.0,2.0,150.0,2,Koramangala
5317,Ready To Move,Koramangala,1320.0,2.0,110.0,2,Koramangala
5318,Ready To Move,Koramangala,5985.0,4.0,775.0,4,Koramangala
5319,18-Dec,Koramangala,2461.0,6.0,353.0,4,Koramangala
5320,Ready To Move,Koramangala,1615.0,3.0,115.0,3,Koramangala
5321,Ready To Move,Koramangala,2246.0,3.0,300.0,3,Koramangala
5322,Ready To Move,Koramangala,1716.0,2.0,115.0,3,Koramangala
5323,Ready To Move,Koramangala,1500.0,3.0,135.0,3,Koramangala
5324,Ready To Move,Koramangala,1083.0,2.0,100.0,2,Koramangala
5325,Ready To Move,Koramangala,1744.0,3.0,200.0,3,Koramangala
5326,Ready To Move,Koramangala,1180.0,2.0,128.0,2,Koramangala
5327,Ready To Move,Koramangala,1320.0,2.0,160.0,2,Koramangala
5328,Ready To Move,Koramangala,1370.0,2.0,125.0,2,Koramangala
5329,Ready To Move,Koramangala,1100.0,2.0,85.0,2,Koramangala
5330,19-Dec,Koramangala,1249.0,2.0,165.0,2,Koramangala
5331,Ready To Move,Koramangala,1200.0,2.0,100.0,2,Koramangala
5332,Ready To Move,Koramangala,1720.0,2.0,130.0,3,Koramangala
5333,Ready To Move,Koramangala,2223.0,3.0,300.0,3,Koramangala
5334,Ready To Move,Koramangala,1744.0,4.0,210.0,3,Koramangala
5335,19-Sep,Koramangala,1866.0,4.0,245.0,3,Koramangala
5336,Ready To Move,Koramangala,1320.0,2.0,160.0,2,Koramangala
5337,Ready To Move,Koramangala,1350.0,2.0,103.0,2,Koramangala
5338,Ready To Move,Koramangala,6000.0,4.0,625.0,4,Koramangala
5339,Ready To Move,Koramangala,1642.0,2.0,115.0,3,Koramangala
5340,Ready To Move,Koramangala,1320.0,2.0,160.0,2,Koramangala
5341,Ready To Move,Koramangala,1710.0,3.0,210.0,3,Koramangala
5342,Ready To Move,Koramangala,1355.0,2.0,95.0,2,Koramangala
5343,Ready To Move,Koramangala,1600.0,3.0,170.0,3,Koramangala
5344,Ready To Move,Koramangala,1260.0,2.0,100.0,2,Koramangala
5345,Ready To Move,Koramangala,1910.0,4.0,150.0,3,Koramangala
5346,Ready To Move,Koramangala,1600.0,2.0,140.0,3,Koramangala
5347,Ready To Move,Koramangala Industrial Layout,5000.0,5.0,600.0,4,other
5348,Ready To Move,Kothannur,1206.0,2.0,48.23,2,Kothannur
5350,Ready To Move,Kothannur,1100.0,2.0,40.0,2,Kothannur
5351,Ready To Move,Kothannur,1197.0,2.0,47.88,2,Kothannur
5352,Ready To Move,Kothannur,1197.0,2.0,47.8,2,Kothannur
5353,Ready To Move,Kothannur,1070.0,2.0,42.79,2,Kothannur
5356,18-Jun,Kothannur,1070.0,2.0,38.6,2,Kothannur
5357,Ready To Move,Kothannur,1485.0,2.0,59.4,3,Kothannur
5358,Ready To Move,Kothannur,1215.0,2.0,48.6,3,Kothannur
5359,Ready To Move,Kothannur,1404.0,2.0,56.15,3,Kothannur
5360,Ready To Move,Kothanur,1200.0,2.0,51.0,2,Kothanur
5361,Ready To Move,Kothanur,2400.0,2.0,150.0,3,Kothanur
5362,Ready To Move,Kothanur,1828.0,3.0,110.0,3,Kothanur
5363,Ready To Move,Kothanur,1186.0,2.0,58.0,2,Kothanur
5364,Ready To Move,Kothanur,1577.0,3.0,70.0,3,Kothanur
5365,Ready To Move,Kothanur,1847.0,3.0,105.0,3,Kothanur
5366,Ready To Move,Kothanur,1580.0,3.0,76.0,3,Kothanur
5367,Ready To Move,Kothanur,9600.0,5.0,550.0,5,Kothanur
5368,Ready To Move,Kothanur,1435.0,3.0,70.0,3,Kothanur
5369,Ready To Move,Kothanur,1187.0,2.0,58.0,2,Kothanur
5370,Ready To Move,Kothanur,1847.0,3.0,110.0,3,Kothanur
5371,Ready To Move,Kothanur,1460.0,3.0,71.0,3,Kothanur
5372,Ready To Move,Kothanur,1185.0,2.0,59.0,2,Kothanur
5373,Ready To Move,Kothanur,1436.0,3.0,70.0,3,Kothanur
5374,Ready To Move,Kothanur,1462.0,3.0,71.0,3,Kothanur
5375,Ready To Move,Kothanur,1790.0,3.0,105.0,3,Kothanur
5376,Ready To Move,Kothanur,1583.0,3.0,76.1,3,Kothanur
5377,Ready To Move,Kothanur,1070.0,2.0,45.5,2,Kothanur
5378,Ready To Move,Kothanur,1820.0,3.0,77.0,3,Kothanur
5379,Ready To Move,Kothanur,1145.0,2.0,56.0,2,Kothanur
5380,Ready To Move,Kothanur,3401.0,5.0,230.0,4,Kothanur
5381,Ready To Move,Kothanur,1455.0,2.0,69.0,2,Kothanur
5382,Ready To Move,Kothanur,627.0,1.0,30.0,1,Kothanur
5383,Ready To Move,Kothanur,1302.0,2.0,68.5,2,Kothanur
5384,15-Oct,Kothanur,1760.0,3.0,111.0,3,Kothanur
5385,Ready To Move,Kothanur,1185.0,2.0,58.0,2,Kothanur
5386,Ready To Move,Kothanur,1500.0,1.0,75.0,1,Kothanur
5387,18-Mar,Kothanur,1075.0,2.0,53.0,2,Kothanur
5388,Ready To Move,Kothanur,1790.0,3.0,97.0,3,Kothanur
5389,Ready To Move,Kothanur,2700.0,4.0,175.0,4,Kothanur
5390,Ready To Move,Kothanur,1786.0,2.0,106.0,3,Kothanur
5391,Ready To Move,Kothanur,1787.0,3.0,107.0,3,Kothanur
5392,Ready To Move,Kothanur,1141.0,2.0,54.0,2,Kothanur
5393,Ready To Move,Kothanur,1760.0,3.0,110.0,3,Kothanur
5394,Ready To Move,Kothanur,1365.0,3.0,66.0,3,Kothanur
5395,Ready To Move,Kothanur,1160.0,2.0,57.0,2,Kothanur
5396,Ready To Move,Kothanur,1095.0,2.0,55.0,2,Kothanur
5397,Ready To Move,Kothanur,1142.0,2.0,56.0,2,Kothanur
5398,Ready To Move,Kothanur,1074.0,2.0,54.0,2,Kothanur
5399,Ready To Move,Kothanur,1285.0,2.0,60.0,2,Kothanur
5400,Ready To Move,Kothanur,1075.0,2.0,53.0,2,Kothanur
5401,Ready To Move,Kothanur,1140.0,2.0,56.0,2,Kothanur
5402,Ready To Move,Kothanur,1400.0,2.0,70.0,2,Kothanur
5403,Ready To Move,Kothanur,1581.0,3.0,76.0,3,Kothanur
5404,Ready To Move,Kothanur,1385.0,3.0,67.0,3,Kothanur
5405,18-Mar,Kothanur,1140.0,2.0,56.0,2,Kothanur
5406,Ready To Move,Kothanur,1787.0,3.0,120.0,3,Kothanur
5407,18-Mar,Kothanur,1185.0,2.0,59.0,2,Kothanur
5408,Ready To Move,Kothanur,1581.0,3.0,76.0,3,Kothanur
5409,Ready To Move,Kothanur,1790.0,3.0,105.0,3,Kothanur
5410,Ready To Move,Kothanur,1130.0,2.0,55.0,2,Kothanur
5411,Ready To Move,Kothanur,1094.0,2.0,54.0,2,Kothanur
5412,Ready To Move,Kothanur,1170.0,3.0,80.0,3,Kothanur
5413,Ready To Move,Kothanur,1400.0,2.0,65.0,2,Kothanur
5414,Ready To Move,Kothanur,1195.0,2.0,59.0,2,Kothanur
5415,Ready To Move,Kothanur,1790.0,3.0,120.0,3,Kothanur
5416,Ready To Move,Kothanur,1454.0,3.0,71.5,3,Kothanur
5417,18-May,Kothnoor Dinne,1100.0,2.0,38.0,2,other
5418,Ready To Move,Krishna Reddy Layout,2180.0,3.0,285.0,3,other
5419,Ready To Move,Krishna Reddy Layout,2180.0,3.0,273.0,3,other
5420,Ready To Move,Kudlu,1152.0,2.0,53.5,2,Kudlu
5421,Ready To Move,Kudlu,1027.0,2.0,43.0,2,Kudlu
5422,Ready To Move,Kudlu,1092.0,2.0,44.0,2,Kudlu
5423,Ready To Move,Kudlu,1027.0,2.0,43.0,2,Kudlu
5424,Ready To Move,Kudlu,1092.0,2.0,44.0,2,Kudlu
5425,Ready To Move,Kudlu,1143.0,2.0,55.0,2,Kudlu
5426,Ready To Move,Kudlu,1455.0,2.0,60.0,3,Kudlu
5427,Ready To Move,Kudlu,1024.0,2.0,44.0,2,Kudlu
5428,Ready To Move,Kudlu,1570.0,2.0,65.94,3,Kudlu
5429,Ready To Move,Kudlu,1600.0,3.0,79.0,3,Kudlu
5430,Ready To Move,Kudlu,1027.0,2.0,42.0,2,Kudlu
5431,Ready To Move,Kudlu,1076.0,2.0,50.0,2,Kudlu
5432,Ready To Move,Kudlu,1027.0,2.0,44.0,2,Kudlu
5433,Ready To Move,Kudlu,1084.0,2.0,53.0,2,Kudlu
5434,Ready To Move,Kudlu,1300.0,2.0,56.0,2,Kudlu
5435,Ready To Move,Kudlu,1027.0,2.0,44.0,2,Kudlu
5436,Ready To Move,Kudlu,1245.0,2.0,60.0,3,Kudlu
5437,Ready To Move,Kudlu,1027.0,2.0,44.0,2,Kudlu
5438,Ready To Move,Kudlu,1110.0,2.0,46.0,2,Kudlu
5439,Ready To Move,Kudlu,2100.0,3.0,114.0,4,Kudlu
5440,Ready To Move,Kudlu,1027.0,2.0,44.0,2,Kudlu
5441,Ready To Move,Kudlu,720.0,1.0,33.0,1,Kudlu
5442,Ready To Move,Kudlu,1027.0,2.0,44.0,2,Kudlu
5443,Ready To Move,Kudlu,1162.0,2.0,52.0,2,Kudlu
5444,Ready To Move,Kudlu,1041.0,2.0,53.0,2,Kudlu
5445,Ready To Move,Kudlu Gate,1535.0,3.0,83.0,3,Kudlu Gate
5446,Ready To Move,Kudlu Gate,1535.0,3.0,85.0,3,Kudlu Gate
5447,Ready To Move,Kudlu Gate,1535.0,3.0,78.0,3,Kudlu Gate
5448,Ready To Move,Kudlu Gate,1535.0,3.0,86.0,3,Kudlu Gate
5449,18-Dec,Kudlu Gate,1564.0,2.0,92.0,3,Kudlu Gate
5450,18-Apr,Kudlu Gate,1364.0,2.0,46.38,3,Kudlu Gate
5451,Ready To Move,Kudlu Gate,1238.0,2.0,55.0,2,Kudlu Gate
5452,18-Dec,Kudlu Gate,1707.0,2.0,99.745,3,Kudlu Gate
5453,Ready To Move,Kudlu Gate,1335.0,3.0,89.0,3,Kudlu Gate
5454,18-Aug,Kudlu Gate,703.0,1.0,52.0,1,Kudlu Gate
5455,Ready To Move,Kudlu Gate,1535.0,3.0,86.0,3,Kudlu Gate
5456,Ready To Move,Kudlu Gate,1532.0,3.0,83.0,3,Kudlu Gate
5457,19-Sep,Kudlu Gate,1113.0,2.0,50.0,2,Kudlu Gate
5458,Ready To Move,Kudlu Gate,1465.0,2.0,49.81,3,Kudlu Gate
5459,Ready To Move,Kudlu Gate,1185.0,2.0,50.0,2,Kudlu Gate
5460,Ready To Move,Kudlu Gate,1664.0,3.0,68.0,3,Kudlu Gate
5461,Ready To Move,Kudlu Gate,1656.0,3.0,80.0,3,Kudlu Gate
5462,Ready To Move,Kudlu Gate,1656.0,3.0,75.0,3,Kudlu Gate
5463,Ready To Move,Kudlu Gate,1215.0,2.0,45.0,2,Kudlu Gate
5464,Ready To Move,Kudlu Gate,812.0,2.0,38.25,2,Kudlu Gate
5465,18-Aug,Kudlu Gate,1547.0,2.0,103.0,2,Kudlu Gate
5466,18-Dec,Kudlu Gate,1336.0,2.0,86.0,2,Kudlu Gate
5467,18-Dec,Kudlu Gate,1919.0,3.0,121.0,3,Kudlu Gate
5468,Ready To Move,Kudlu Gate,1464.0,3.0,56.0,2,Kudlu Gate
5469,Ready To Move,Kudlu Gate,1535.0,3.0,85.0,3,Kudlu Gate
5470,18-Aug,Kudlu Gate,1850.0,3.0,120.0,3,Kudlu Gate
5471,18-Apr,Kudlu Gate,940.0,2.0,69.57,2,Kudlu Gate
5472,Ready To Move,Kudlu Gate,1215.0,2.0,44.96,2,Kudlu Gate
5473,Ready To Move,Kudlu Gate,1164.0,2.0,75.0,2,Kudlu Gate
5474,Ready To Move,Kudlu Gate,3850.0,6.0,205.0,4,Kudlu Gate
5475,18-Aug,Kudlu Gate,1183.0,2.0,79.54,2,Kudlu Gate
5476,18-Dec,Kudlu Gate,1850.0,3.0,110.0,3,Kudlu Gate
5477,Ready To Move,Kudlu Gate,1320.0,2.0,50.0,3,Kudlu Gate
5478,18-Jun,Kudlu Gate,1183.0,2.0,79.54,2,Kudlu Gate
5479,Ready To Move,Kudlu Gate,1200.0,2.0,44.4,2,Kudlu Gate
5480,19-Sep,Kudlu Gate,1432.0,2.0,61.11,3,Kudlu Gate
5481,Ready To Move,Kudlu Gate,1310.0,2.0,53.0,2,Kudlu Gate
5482,Ready To Move,Kullappa Colony,1060.0,2.0,60.0,2,other
5483,Ready To Move,Kumara Park,2200.0,4.0,350.0,3,other
5484,18-Apr,Kumara Park,2000.0,3.0,207.0,3,other
5485,Ready To Move,Kumara Park,1150.0,2.0,250.0,2,other
5486,17-Jul,Kumara Park,3500.0,5.0,800.0,4,other
5487,Ready To Move,Kumarapalli,1240.0,2.0,52.6,2,other
5488,Ready To Move,Kumarapalli,1488.0,2.0,65.0,3,other
5489,Ready To Move,Kumarapalli,1486.0,2.0,65.0,3,other
5490,Ready To Move,Kumaraswami Layout,2000.0,4.0,139.0,4,Kumaraswami Layout
5491,Ready To Move,Kumaraswami Layout,1000.0,2.0,48.5,2,Kumaraswami Layout
5492,Ready To Move,Kumaraswami Layout,1000.0,2.0,58.0,2,Kumaraswami Layout
5493,Ready To Move,Kumaraswami Layout,2400.0,7.0,125.0,7,Kumaraswami Layout
5494,Ready To Move,Kumaraswami Layout,2400.0,2.0,125.0,3,Kumaraswami Layout
5495,Ready To Move,Kumaraswami Layout,1310.0,2.0,70.0,3,Kumaraswami Layout
5496,Ready To Move,Kumaraswami Layout,850.0,1.0,78.0,1,Kumaraswami Layout
5497,Ready To Move,Kumaraswami Layout,3200.0,7.0,150.0,7,Kumaraswami Layout
5498,Ready To Move,Kumaraswami Layout,1310.0,2.0,85.0,3,Kumaraswami Layout
5499,Ready To Move,Kumaraswami Layout,2450.0,3.0,110.0,4,Kumaraswami Layout
5500,Ready To Move,Kumaraswami Layout,3100.0,7.0,145.0,7,Kumaraswami Layout
5501,Ready To Move,Kumaraswami Layout,1200.0,3.0,75.0,3,Kumaraswami Layout
5502,Ready To Move,Kumaraswami Layout,1081.0,2.0,60.0,2,Kumaraswami Layout
5503,Ready To Move,Kumbena Agrahara,1180.0,2.0,50.0,2,other
5504,Ready To Move,Kundalahalli,1724.0,3.0,125.0,3,Kundalahalli
5505,Ready To Move,Kundalahalli,1030.0,2.0,49.0,2,Kundalahalli
5506,Ready To Move,Kundalahalli,735.0,2.0,57.99,2,Kundalahalli
5507,18-Mar,Kundalahalli,1047.0,2.0,82.0,2,Kundalahalli
5508,Ready To Move,Kundalahalli,1397.0,3.0,105.0,3,Kundalahalli
5509,17-Dec,Kundalahalli,1724.0,3.0,127.0,3,Kundalahalli
5510,Ready To Move,Kundalahalli,1010.0,2.0,49.27,2,Kundalahalli
5511,Ready To Move,Kundalahalli,1397.0,3.0,110.0,3,Kundalahalli
5512,18-Feb,Kundalahalli,1397.0,3.0,104.0,3,Kundalahalli
5513,18-May,Kundalahalli,1397.0,3.0,108.0,3,Kundalahalli
5514,Ready To Move,Kundalahalli,1920.0,3.0,150.0,3,Kundalahalli
5515,Ready To Move,Kundalahalli,1397.0,3.0,105.0,3,Kundalahalli
5516,Ready To Move,Kundalahalli,1800.0,3.0,80.0,3,Kundalahalli
5517,Ready To Move,Kundalahalli,1724.0,3.0,124.0,3,Kundalahalli
5518,Ready To Move,Kundalahalli,1047.0,2.0,84.0,2,Kundalahalli
5519,Ready To Move,Kundalahalli,1047.0,2.0,83.0,2,Kundalahalli
5520,Ready To Move,Kundalahalli,7000.0,4.0,550.0,4,Kundalahalli
5521,Ready To Move,Kundalahalli,2075.0,3.0,115.0,3,Kundalahalli
5522,Ready To Move,Kundalahalli,1120.0,2.0,53.76,2,Kundalahalli
5523,Ready To Move,Kundalahalli,1047.0,2.0,82.62,2,Kundalahalli
5524,Ready To Move,Kundalahalli,1047.0,2.0,91.0,2,Kundalahalli
5525,18-Mar,Kundalahalli,1724.0,3.0,146.0,3,Kundalahalli
5526,Ready To Move,Kundalahalli,1600.0,3.0,170.0,3,Kundalahalli
5527,Ready To Move,Kundalahalli,1496.0,2.0,78.0,3,Kundalahalli
5528,18-Dec,Kundalahalli,1724.0,3.0,125.0,3,Kundalahalli
5529,Ready To Move,Kundalahalli,1010.0,2.0,48.27,2,Kundalahalli
5530,18-Jun,Kundalahalli,1047.0,2.0,89.0,2,Kundalahalli
5531,Ready To Move,Kundalahalli,2500.0,5.0,245.0,4,Kundalahalli
5532,18-Aug,Kundalahalli,1397.0,3.0,105.0,3,Kundalahalli
5533,Ready To Move,Kundalahalli,1800.0,3.0,110.0,3,Kundalahalli
5534,Ready To Move,Kundalahalli,1047.0,2.0,72.0,2,Kundalahalli
5535,Ready To Move,Kundalahalli,1260.0,2.0,58.0,2,Kundalahalli
5536,Ready To Move,Kundalahalli,3092.0,4.0,230.0,4,Kundalahalli
5537,Ready To Move,Kundalahalli,1065.0,2.0,70.0,2,Kundalahalli
5538,18-Jun,Kundalahalli,1724.0,3.0,146.0,3,Kundalahalli
5539,Ready To Move,Kundalahalli,1047.0,2.0,91.0,2,Kundalahalli
5540,Ready To Move,Kundalahalli,1724.0,3.0,128.0,3,Kundalahalli
5541,Ready To Move,Kundalahalli,1315.0,2.0,74.0,2,Kundalahalli
5542,Ready To Move,Kundalahalli,2100.0,3.0,150.0,3,Kundalahalli
5543,Ready To Move,Kundalahalli,1724.0,3.0,125.0,3,Kundalahalli
5544,18-Feb,Kundalahalli,1724.0,3.0,140.0,3,Kundalahalli
5545,Ready To Move,Kundalahalli,1175.0,2.0,65.0,2,Kundalahalli
5546,Ready To Move,Kundalahalli Colony,1280.0,2.0,69.0,2,other
5547,Ready To Move,Kundalahalli Colony,1505.0,2.0,90.0,2,other
5548,Ready To Move,Kundalahalli Colony,2600.0,3.0,140.0,3,other
5549,Ready To Move,Kundalahalli Colony,1800.0,3.0,95.0,3,other
5550,Ready To Move,Kurubarahalli,1200.0,3.0,70.0,3,other
5551,Ready To Move,Kurubarahalli,1200.0,1.0,69.0,1,other
5552,Ready To Move,Kuvempu Nagar,450.0,1.0,25.0,1,other
5554,Ready To Move,LB Shastri Nagar,1043.0,2.0,55.0,2,LB Shastri Nagar
5555,Ready To Move,LB Shastri Nagar,1184.0,2.0,69.0,2,LB Shastri Nagar
5556,Ready To Move,LB Shastri Nagar,665.0,1.0,32.0,1,LB Shastri Nagar
5557,18-Aug,LB Shastri Nagar,1250.0,2.0,48.5,2,LB Shastri Nagar
5558,Ready To Move,LB Shastri Nagar,1400.0,2.0,80.0,3,LB Shastri Nagar
5559,Ready To Move,LB Shastri Nagar,1184.0,2.0,62.0,2,LB Shastri Nagar
5560,Ready To Move,LB Shastri Nagar,1200.0,2.0,47.0,2,LB Shastri Nagar
5561,Ready To Move,LB Shastri Nagar,1200.0,2.0,75.0,2,LB Shastri Nagar
5562,Ready To Move,LB Shastri Nagar,1000.0,2.0,49.5,2,LB Shastri Nagar
5563,Ready To Move,Laggere,2800.0,5.0,125.0,5,Laggere
5564,Ready To Move,Laggere,1200.0,3.0,130.0,3,Laggere
5565,Ready To Move,Laggere,1200.0,1.0,125.0,1,Laggere
5566,Ready To Move,Laggere,1200.0,2.0,75.0,2,Laggere
5567,Ready To Move,Laggere,620.0,2.0,48.0,1,Laggere
5568,Ready To Move,Lake City,750.0,2.0,28.0,2,other
5569,Ready To Move,Lake City,780.0,2.0,31.0,2,other
5570,Ready To Move,Lake City,600.0,1.0,22.8,1,other
5571,Ready To Move,Lakshmiamma Garden,1800.0,3.0,120.0,3,other
5572,Ready To Move,Lakshmiamma Garden,3000.0,3.0,265.0,3,other
5573,Ready To Move,Lakshminarayana Pura,1185.0,2.0,75.0,2,Lakshminarayana Pura
5574,Ready To Move,Lakshminarayana Pura,1600.0,2.0,108.0,3,Lakshminarayana Pura
5575,Ready To Move,Lakshminarayana Pura,1180.0,2.0,75.0,2,Lakshminarayana Pura
5576,Ready To Move,Lakshminarayana Pura,1172.0,2.0,82.0,2,Lakshminarayana Pura
5577,Ready To Move,Lakshminarayana Pura,1179.0,2.0,75.0,2,Lakshminarayana Pura
5578,Ready To Move,Lakshminarayana Pura,1149.0,2.0,75.0,2,Lakshminarayana Pura
5579,Ready To Move,Lakshminarayana Pura,1336.0,2.0,100.0,2,Lakshminarayana Pura
5580,Ready To Move,Lakshminarayana Pura,1175.0,2.0,75.0,2,Lakshminarayana Pura
5581,Ready To Move,Lakshminarayana Pura,1190.0,2.0,75.0,2,Lakshminarayana Pura
5582,Ready To Move,Lakshminarayana Pura,1200.0,2.0,75.0,2,Lakshminarayana Pura
5583,Ready To Move,Lakshminarayana Pura,1200.0,2.0,75.0,2,Lakshminarayana Pura
5584,Ready To Move,Lakshminarayana Pura,1165.0,2.0,75.0,2,Lakshminarayana Pura
5585,Ready To Move,Lakshminarayana Pura,1145.0,2.0,75.0,2,Lakshminarayana Pura
5586,Ready To Move,Lakshminarayana Pura,1500.0,3.0,104.0,3,Lakshminarayana Pura
5587,Ready To Move,Lakshminarayana Pura,1210.0,2.0,75.0,2,Lakshminarayana Pura
5588,Ready To Move,Lakshminarayana Pura,1169.0,2.0,75.0,2,Lakshminarayana Pura
5589,Ready To Move,Lakshminarayana Pura,1200.0,2.0,75.0,2,Lakshminarayana Pura
5590,Ready To Move,Lakshminarayana Pura,1172.0,2.0,75.0,2,Lakshminarayana Pura
5591,Ready To Move,Lakshminarayana Pura,1172.0,2.0,75.0,2,Lakshminarayana Pura
5592,Ready To Move,Lakshminarayana Pura,1180.0,2.0,75.0,2,Lakshminarayana Pura
5593,Ready To Move,Lakshminarayana Pura,1200.0,2.0,83.0,2,Lakshminarayana Pura
5594,Ready To Move,Lakshminarayana Pura,1200.0,2.0,80.0,2,Lakshminarayana Pura
5595,Ready To Move,Lakshminarayana Pura,1195.0,2.0,75.0,2,Lakshminarayana Pura
5596,Ready To Move,Lakshminarayana Pura,1200.0,2.0,80.0,2,Lakshminarayana Pura
5597,Ready To Move,Lakshmipura,1200.0,2.0,75.0,2,other
5598,Ready To Move,Lal Bahadur Shastri Nagar,2400.0,2.0,185.0,3,other
5599,Ready To Move,Langford Town,1355.0,2.0,115.0,2,other
5600,Ready To Move,Lavakusha Nagar,1431.0,3.0,65.0,3,other
5601,Ready To Move,Lavakusha Nagar,1535.0,3.0,72.0,3,other
5602,Ready To Move,Lavelle Road,1000.0,2.0,150.0,2,other
5603,Ready To Move,Lavelle Road,985.0,2.0,156.0,2,other
5604,Ready To Move,Lavelle Road,1919.0,3.0,300.0,3,other
5605,Ready To Move,Laxmi Sagar Layout,1614.0,3.0,110.0,3,other
5606,Ready To Move,Laxmi Sagar Layout,1140.0,2.0,76.0,2,other
5607,Ready To Move,Laxmi Sagar Layout,3100.0,3.0,250.0,3,other
5608,Ready To Move,Lingadheeranahalli,1521.0,3.0,95.0,3,Lingadheeranahalli
5609,Ready To Move,Lingadheeranahalli,1511.0,3.0,95.0,3,Lingadheeranahalli
5610,Ready To Move,Lingadheeranahalli,1683.0,3.0,109.0,3,Lingadheeranahalli
5611,Ready To Move,Lingadheeranahalli,1519.0,3.0,93.0,3,Lingadheeranahalli
5612,Ready To Move,Lingadheeranahalli,1521.0,3.0,94.99,3,Lingadheeranahalli
5613,Ready To Move,Lingadheeranahalli,1682.0,3.0,120.0,3,Lingadheeranahalli
5614,Ready To Move,Lingadheeranahalli,1521.0,3.0,94.71,3,Lingadheeranahalli
5615,Ready To Move,Lingadheeranahalli,1893.0,3.0,130.0,3,Lingadheeranahalli
5616,Ready To Move,Lingadheeranahalli,1705.0,3.0,110.0,3,Lingadheeranahalli
5617,Ready To Move,Lingadheeranahalli,2245.0,4.0,154.0,4,Lingadheeranahalli
5618,Ready To Move,Lingadheeranahalli,1682.0,3.0,113.0,3,Lingadheeranahalli
5619,Ready To Move,Lingadheeranahalli,1682.0,3.0,114.0,3,Lingadheeranahalli
5620,Ready To Move,Lingadheeranahalli,1506.0,3.0,95.0,3,Lingadheeranahalli
5621,Ready To Move,Lingadheeranahalli,1683.0,3.0,110.0,3,Lingadheeranahalli
5622,Ready To Move,Lingadheeranahalli,1684.0,3.0,120.0,3,Lingadheeranahalli
5623,Ready To Move,Lingadheeranahalli,2236.0,4.0,153.0,4,Lingadheeranahalli
5624,Ready To Move,Lingadheeranahalli,1894.0,4.0,114.0,3,Lingadheeranahalli
5625,Ready To Move,Lingadheeranahalli,2240.0,4.0,160.0,4,Lingadheeranahalli
5626,Ready To Move,Lingarajapuram,1350.0,2.0,80.0,2,other
5627,Ready To Move,Lingarajapuram,1203.0,2.0,59.86,2,other
5628,Ready To Move,Lingarajapuram,800.0,2.0,55.0,2,other
5629,17-Sep,Lingarajapuram,1035.0,2.0,55.0,2,other
5630,Ready To Move,Lottegolla Halli,1950.0,3.0,90.0,3,other
5631,Ready To Move,Lottegolla Halli,1250.0,2.0,55.0,2,other
5632,Ready To Move,MCECHS  layout,1500.0,2.0,65.0,3,other
5633,Ready To Move,MCECHS  layout,1500.0,3.0,65.0,3,other
5634,Ready To Move,MLA Layout,970.0,2.0,40.0,2,other
5635,Ready To Move,MS Pallya,1783.0,3.0,115.0,3,other
5636,Ready To Move,MS Pallya,1200.0,3.0,90.0,3,other
5637,Ready To Move,MS Pallya,1100.0,3.0,78.0,3,other
